resp_sex,resp_age,resp_hire,cand_id,cand_sex,cand_smile,cand_select,cand_competency,cand_competency_fct
M,<25,never,13,M,no,1,0.8571428571428571,6
F,36-45,sometimes,13,M,no,1,1,7
M,26-35,sometimes,13,M,no,1,0.5714285714285714,4
F,<25,sometimes,13,M,no,1,0.8571428571428571,6
M,26-35,never,13,M,no,1,0.7142857142857143,5
M,26-35,always,13,M,no,1,0.5714285714285714,4
M,26-35,sometimes,13,M,no,1,0.14285714285714285,1
M,26-35,never,13,M,no,1,0.42857142857142855,3
F,26-35,never,13,M,no,1,0.7142857142857143,5
F,<25,never,13,M,no,1,0.7142857142857143,5
F,<25,never,13,M,no,1,0.7142857142857143,5
M,<25,never,13,M,no,1,0.7142857142857143,5
M,36-45,sometimes,13,M,no,1,0.8571428571428571,6
M,26-35,never,13,M,no,1,0.5714285714285714,4
M,26-35,sometimes,13,M,no,1,0.8571428571428571,6
F,36-45,sometimes,13,M,no,1,0.42857142857142855,3
M,36-45,always,13,M,no,1,1,7
M,36-45,sometimes,13,M,no,1,0.5714285714285714,4
M,<25,never,13,M,no,1,0.42857142857142855,3
M,26-35,always,13,M,no,1,0.8571428571428571,6
F,26-35,sometimes,13,M,no,1,0.5714285714285714,4
F,<25,never,13,M,no,1,0.8571428571428571,6
F,26-35,always,13,M,no,1,0.7142857142857143,5
F,26-35,sometimes,13,M,no,1,0.8571428571428571,6
F,26-35,never,13,M,no,1,0.7142857142857143,5
M,<25,never,13,M,no,1,0.7142857142857143,5
F,26-35,sometimes,13,M,no,1,0.8571428571428571,6
F,26-35,sometimes,13,M,no,1,0.7142857142857143,5
F,<25,never,13,M,no,1,1,7
F,<25,never,13,M,no,1,0.5714285714285714,4
M,26-35,always,13,M,no,1,0.8571428571428571,6
M,26-35,always,13,M,no,1,0.8571428571428571,6
F,<25,never,13,M,no,1,0.7142857142857143,5
F,<25,sometimes,13,M,no,1,0.7142857142857143,5
M,<25,never,13,M,no,1,0.8571428571428571,6
F,26-35,always,13,M,no,1,0.42857142857142855,3
F,<25,never,13,M,no,1,0.8571428571428571,6
M,36-45,sometimes,13,M,no,1,0.7142857142857143,5
M,36-45,sometimes,13,M,no,1,0.42857142857142855,3
F,26-35,never,13,M,no,1,0.7142857142857143,5
M,<25,never,13,M,no,1,0.8571428571428571,6
F,26-35,sometimes,13,M,no,1,0.7142857142857143,5
M,26-35,always,13,M,no,1,0.5714285714285714,4
M,<25,never,13,M,no,1,0.8571428571428571,6
F,26-35,never,13,M,no,1,0.7142857142857143,5
M,26-35,sometimes,13,M,no,1,0.7142857142857143,5
F,<25,never,1,F,small,1,0.5714285714285714,4
M,36-45,always,1,F,small,1,0.7142857142857143,5
M,36-45,always,1,F,small,1,0.7142857142857143,5
M,26-35,always,1,F,small,1,0.5714285714285714,4
M,>56,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.2857142857142857,2
M,26-35,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
F,26-35,always,1,F,small,1,0.7142857142857143,5
F,36-45,sometimes,1,F,small,1,0.8571428571428571,6
F,<25,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
F,26-35,sometimes,1,F,small,1,1,7
F,26-35,always,1,F,small,1,0.8571428571428571,6
F,26-35,never,1,F,small,1,1,7
M,<25,never,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,26-35,never,1,F,small,1,0.7142857142857143,5
M,<25,never,1,F,small,1,0.7142857142857143,5
M,26-35,always,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,<25,never,1,F,small,1,0.7142857142857143,5
F,26-35,never,1,F,small,1,0.8571428571428571,6
F,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,36-45,sometimes,1,F,small,1,1,7
F,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,26-35,never,1,F,small,1,0.7142857142857143,5
M,<25,never,1,F,small,1,0.5714285714285714,4
M,36-45,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,36-45,always,1,F,small,1,0.7142857142857143,5
F,36-45,sometimes,1,F,small,1,0.42857142857142855,3
F,<25,sometimes,1,F,small,1,0.7142857142857143,5
M,<25,sometimes,1,F,small,1,0.5714285714285714,4
F,26-35,always,1,F,small,1,0.7142857142857143,5
F,<25,sometimes,1,F,small,1,1,7
F,26-35,always,1,F,small,1,0.7142857142857143,5
F,<25,never,1,F,small,1,0.7142857142857143,5
M,36-45,always,1,F,small,1,0.5714285714285714,4
M,26-35,always,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
F,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,<25,never,1,F,small,1,0.8571428571428571,6
M,26-35,sometimes,1,F,small,1,0.2857142857142857,2
M,26-35,never,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,1,7
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,36-45,sometimes,1,F,small,1,0.7142857142857143,5
M,36-45,sometimes,1,F,small,1,0.5714285714285714,4
M,<25,sometimes,1,F,small,1,1,7
M,26-35,sometimes,1,F,small,1,0.14285714285714285,1
M,26-35,always,1,F,small,1,1,7
M,36-45,sometimes,1,F,small,1,0.8571428571428571,6
M,<25,never,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,26-35,never,1,F,small,1,0.42857142857142855,3
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,26-35,never,1,F,small,1,0.14285714285714285,1
M,<25,always,1,F,small,1,0.8571428571428571,6
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
M,26-35,never,1,F,small,1,0.7142857142857143,5
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
F,<25,never,1,F,small,1,0.5714285714285714,4
M,<25,sometimes,1,F,small,1,0.42857142857142855,3
M,26-35,always,1,F,small,1,0.7142857142857143,5
M,26-35,always,1,F,small,1,0.7142857142857143,5
F,<25,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,always,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
M,26-35,sometimes,1,F,small,1,1,7
M,26-35,sometimes,1,F,small,1,0.7142857142857143,5
M,26-35,never,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
F,26-35,always,1,F,small,1,0.7142857142857143,5
M,<25,sometimes,1,F,small,1,0.42857142857142855,3
M,26-35,never,1,F,small,1,0.8571428571428571,6
M,26-35,never,1,F,small,1,0.8571428571428571,6
M,26-35,sometimes,1,F,small,1,1,7
F,<25,never,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.2857142857142857,2
F,<25,never,1,F,small,1,0.5714285714285714,4
F,26-35,always,1,F,small,1,1,7
F,26-35,sometimes,1,F,small,1,0.42857142857142855,3
F,26-35,sometimes,1,F,small,1,0.5714285714285714,4
M,<25,sometimes,1,F,small,1,0.5714285714285714,4
F,<25,sometimes,1,F,small,1,1,7
M,<25,never,1,F,small,1,0.5714285714285714,4
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
F,36-45,never,1,F,small,1,1,7
F,36-45,sometimes,1,F,small,1,0.8571428571428571,6
F,36-45,sometimes,1,F,small,1,0.5714285714285714,4
M,36-45,never,1,F,small,1,0.8571428571428571,6
M,26-35,always,1,F,small,1,0.7142857142857143,5
F,26-35,never,1,F,small,1,0.5714285714285714,4
F,26-35,never,1,F,small,1,0.8571428571428571,6
M,26-35,sometimes,1,F,small,1,0.8571428571428571,6
M,<25,never,1,F,small,1,0.5714285714285714,4
F,26-35,never,1,F,small,1,0.7142857142857143,5
M,26-35,always,1,F,small,1,0.5714285714285714,4
F,26-35,never,1,F,small,1,1,7
F,26-35,sometimes,1,F,small,1,0.8571428571428571,6
M,<25,never,1,F,small,1,0.5714285714285714,4
F,26-35,sometimes,1,F,small,1,0.7142857142857143,5
F,<25,never,1,F,small,1,0.5714285714285714,4
F,<25,never,2,F,big,0,0.5714285714285714,4
M,36-45,always,2,F,big,0,0.7142857142857143,5
M,36-45,always,2,F,big,0,0.5714285714285714,4
M,26-35,always,2,F,big,0,0.42857142857142855,3
M,>56,sometimes,2,F,big,0,0.7142857142857143,5
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,26-35,always,2,F,big,0,0.7142857142857143,5
F,36-45,sometimes,2,F,big,0,0.2857142857142857,2
F,<25,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.14285714285714285,1
F,26-35,sometimes,2,F,big,0,1,7
F,26-35,always,2,F,big,0,0.7142857142857143,5
F,26-35,never,2,F,big,0,1,7
M,<25,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,never,2,F,big,0,0.7142857142857143,5
M,<25,never,2,F,big,0,0.8571428571428571,6
M,26-35,always,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,<25,never,2,F,big,0,0.5714285714285714,4
F,26-35,never,2,F,big,0,0.42857142857142855,3
F,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,36-45,sometimes,2,F,big,0,0.8571428571428571,6
F,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,26-35,never,2,F,big,0,0.7142857142857143,5
M,<25,never,2,F,big,0,0.5714285714285714,4
M,36-45,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.7142857142857143,5
F,36-45,always,2,F,big,0,0.7142857142857143,5
F,36-45,sometimes,2,F,big,0,0.5714285714285714,4
F,<25,sometimes,2,F,big,0,0.5714285714285714,4
M,<25,sometimes,2,F,big,0,0.5714285714285714,4
F,26-35,always,2,F,big,0,0.7142857142857143,5
F,<25,sometimes,2,F,big,0,1,7
F,26-35,always,2,F,big,0,0.7142857142857143,5
F,<25,never,2,F,big,0,0.2857142857142857,2
M,36-45,always,2,F,big,0,0.42857142857142855,3
M,26-35,always,2,F,big,0,0.2857142857142857,2
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,26-35,sometimes,2,F,big,0,0.8571428571428571,6
F,<25,never,2,F,big,0,0.8571428571428571,6
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
M,26-35,never,2,F,big,0,0.2857142857142857,2
M,26-35,sometimes,2,F,big,0,1,7
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
M,36-45,sometimes,2,F,big,0,0.42857142857142855,3
M,36-45,sometimes,2,F,big,0,0.5714285714285714,4
M,<25,sometimes,2,F,big,0,1,7
M,26-35,sometimes,2,F,big,0,0.14285714285714285,1
M,26-35,always,2,F,big,0,1,7
M,36-45,sometimes,2,F,big,0,0.5714285714285714,4
M,<25,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
F,26-35,never,2,F,big,0,0.42857142857142855,3
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,never,2,F,big,0,0.14285714285714285,1
M,<25,always,2,F,big,0,0.7142857142857143,5
M,26-35,sometimes,2,F,big,0,0.8571428571428571,6
M,26-35,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
F,<25,never,2,F,big,0,0.42857142857142855,3
M,<25,sometimes,2,F,big,0,0.2857142857142857,2
M,26-35,always,2,F,big,0,0.2857142857142857,2
M,26-35,always,2,F,big,0,0.7142857142857143,5
F,<25,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,always,2,F,big,0,0.42857142857142855,3
M,26-35,sometimes,2,F,big,0,0.7142857142857143,5
M,26-35,sometimes,2,F,big,0,0.42857142857142855,3
M,26-35,sometimes,2,F,big,0,1,7
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,26-35,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,26-35,always,2,F,big,0,0.7142857142857143,5
M,<25,sometimes,2,F,big,0,0.42857142857142855,3
M,26-35,never,2,F,big,0,0.7142857142857143,5
M,26-35,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
F,<25,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.7142857142857143,5
F,<25,never,2,F,big,0,0.42857142857142855,3
F,26-35,always,2,F,big,0,1,7
F,26-35,sometimes,2,F,big,0,0.8571428571428571,6
F,26-35,sometimes,2,F,big,0,0.14285714285714285,1
M,<25,sometimes,2,F,big,0,0.5714285714285714,4
F,<25,sometimes,2,F,big,0,0.2857142857142857,2
M,<25,never,2,F,big,0,0.5714285714285714,4
M,26-35,sometimes,2,F,big,0,0.7142857142857143,5
F,36-45,never,2,F,big,0,1,7
F,36-45,sometimes,2,F,big,0,1,7
F,36-45,sometimes,2,F,big,0,0.5714285714285714,4
M,36-45,never,2,F,big,0,0.7142857142857143,5
M,26-35,always,2,F,big,0,0.5714285714285714,4
F,26-35,never,2,F,big,0,0.5714285714285714,4
F,26-35,never,2,F,big,0,0.42857142857142855,3
M,26-35,sometimes,2,F,big,0,0.5714285714285714,4
M,<25,never,2,F,big,0,0.42857142857142855,3
F,26-35,never,2,F,big,0,0.42857142857142855,3
M,26-35,always,2,F,big,0,0.5714285714285714,4
F,26-35,never,2,F,big,0,1,7
F,26-35,sometimes,2,F,big,0,0.8571428571428571,6
M,<25,never,2,F,big,0,0.7142857142857143,5
F,26-35,sometimes,2,F,big,0,0.2857142857142857,2
F,<25,never,2,F,big,0,0.5714285714285714,4
F,<25,never,4,F,small,0,0.5714285714285714,4
M,36-45,always,4,F,small,0,1,7
M,36-45,always,4,F,small,0,0.7142857142857143,5
M,26-35,always,4,F,small,0,0.8571428571428571,6
M,>56,sometimes,4,F,small,0,1,7
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
F,26-35,always,4,F,small,0,0.7142857142857143,5
F,36-45,sometimes,4,F,small,0,0.8571428571428571,6
F,<25,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,sometimes,4,F,small,0,0.8571428571428571,6
F,26-35,always,4,F,small,0,0.8571428571428571,6
F,26-35,never,4,F,small,0,1,7
M,<25,never,4,F,small,0,0.42857142857142855,3
M,26-35,sometimes,4,F,small,0,1,7
M,26-35,never,4,F,small,0,0.7142857142857143,5
M,<25,never,4,F,small,0,0.8571428571428571,6
M,26-35,always,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,<25,never,4,F,small,0,0.5714285714285714,4
F,26-35,never,4,F,small,0,0.8571428571428571,6
F,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,36-45,sometimes,4,F,small,0,0.42857142857142855,3
F,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,never,4,F,small,0,0.7142857142857143,5
M,<25,never,4,F,small,0,0.2857142857142857,2
M,36-45,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
F,36-45,always,4,F,small,0,0.8571428571428571,6
F,36-45,sometimes,4,F,small,0,0.5714285714285714,4
F,<25,sometimes,4,F,small,0,0.7142857142857143,5
M,<25,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,always,4,F,small,0,0.7142857142857143,5
F,<25,sometimes,4,F,small,0,1,7
F,26-35,always,4,F,small,0,0.7142857142857143,5
F,<25,never,4,F,small,0,0.42857142857142855,3
M,36-45,always,4,F,small,0,0.2857142857142857,2
M,26-35,always,4,F,small,0,0.42857142857142855,3
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,<25,never,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.5714285714285714,4
M,26-35,never,4,F,small,0,0.8571428571428571,6
M,26-35,sometimes,4,F,small,0,1,7
M,26-35,sometimes,4,F,small,0,0.5714285714285714,4
M,36-45,sometimes,4,F,small,0,0.5714285714285714,4
M,36-45,sometimes,4,F,small,0,1,7
M,<25,sometimes,4,F,small,0,1,7
M,26-35,sometimes,4,F,small,0,0.14285714285714285,1
M,26-35,always,4,F,small,0,1,7
M,36-45,sometimes,4,F,small,0,0.7142857142857143,5
M,<25,never,4,F,small,0,0.42857142857142855,3
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,never,4,F,small,0,1,7
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,26-35,never,4,F,small,0,0.14285714285714285,1
M,<25,always,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
M,26-35,never,4,F,small,0,0.8571428571428571,6
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,<25,never,4,F,small,0,0.8571428571428571,6
M,<25,sometimes,4,F,small,0,0.5714285714285714,4
M,26-35,always,4,F,small,0,0.5714285714285714,4
M,26-35,always,4,F,small,0,0.7142857142857143,5
F,<25,sometimes,4,F,small,0,0.42857142857142855,3
M,26-35,always,4,F,small,0,0.42857142857142855,3
M,26-35,sometimes,4,F,small,0,0.42857142857142855,3
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
M,26-35,sometimes,4,F,small,0,1,7
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
M,26-35,never,4,F,small,0,0.7142857142857143,5
M,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,26-35,always,4,F,small,0,0.5714285714285714,4
M,<25,sometimes,4,F,small,0,0.42857142857142855,3
M,26-35,never,4,F,small,0,0.5714285714285714,4
M,26-35,never,4,F,small,0,0.8571428571428571,6
M,26-35,sometimes,4,F,small,0,1,7
F,<25,never,4,F,small,0,0.5714285714285714,4
M,26-35,sometimes,4,F,small,0,1,7
F,<25,never,4,F,small,0,0.5714285714285714,4
F,26-35,always,4,F,small,0,1,7
F,26-35,sometimes,4,F,small,0,1,7
F,26-35,sometimes,4,F,small,0,0.7142857142857143,5
M,<25,sometimes,4,F,small,0,0.42857142857142855,3
F,<25,sometimes,4,F,small,0,0.7142857142857143,5
M,<25,never,4,F,small,0,0.5714285714285714,4
M,26-35,sometimes,4,F,small,0,0.5714285714285714,4
F,36-45,never,4,F,small,0,1,7
F,36-45,sometimes,4,F,small,0,0.7142857142857143,5
F,36-45,sometimes,4,F,small,0,0.8571428571428571,6
M,36-45,never,4,F,small,0,0.8571428571428571,6
M,26-35,always,4,F,small,0,0.8571428571428571,6
F,26-35,never,4,F,small,0,0.5714285714285714,4
F,26-35,never,4,F,small,0,0.8571428571428571,6
M,26-35,sometimes,4,F,small,0,0.8571428571428571,6
M,<25,never,4,F,small,0,0.42857142857142855,3
F,26-35,never,4,F,small,0,0.8571428571428571,6
M,26-35,always,4,F,small,0,0.5714285714285714,4
F,26-35,never,4,F,small,0,1,7
F,26-35,sometimes,4,F,small,0,1,7
M,<25,never,4,F,small,0,0.7142857142857143,5
F,26-35,sometimes,4,F,small,0,0.7142857142857143,5
F,<25,never,4,F,small,0,0.42857142857142855,3
F,<25,never,5,F,big,0,0.5714285714285714,4
M,36-45,always,5,F,big,0,0.7142857142857143,5
M,36-45,always,5,F,big,0,0.5714285714285714,4
M,26-35,always,5,F,big,0,0.5714285714285714,4
M,>56,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.2857142857142857,2
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.8571428571428571,6
F,26-35,always,5,F,big,0,0.7142857142857143,5
F,36-45,sometimes,5,F,big,0,0.8571428571428571,6
F,<25,sometimes,5,F,big,0,0.42857142857142855,3
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
F,26-35,sometimes,5,F,big,0,0.8571428571428571,6
F,26-35,always,5,F,big,0,0.42857142857142855,3
F,26-35,never,5,F,big,0,1,7
M,<25,never,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.8571428571428571,6
M,26-35,never,5,F,big,0,0.5714285714285714,4
M,<25,never,5,F,big,0,0.7142857142857143,5
M,26-35,always,5,F,big,0,0.8571428571428571,6
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
M,<25,never,5,F,big,0,0.42857142857142855,3
F,26-35,never,5,F,big,0,0.7142857142857143,5
F,26-35,sometimes,5,F,big,0,0.8571428571428571,6
F,36-45,sometimes,5,F,big,0,0.7142857142857143,5
F,26-35,sometimes,5,F,big,0,0.5714285714285714,4
F,26-35,never,5,F,big,0,0.7142857142857143,5
M,<25,never,5,F,big,0,0.2857142857142857,2
M,36-45,sometimes,5,F,big,0,0.7142857142857143,5
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
F,36-45,always,5,F,big,0,0.7142857142857143,5
F,36-45,sometimes,5,F,big,0,0.42857142857142855,3
F,<25,sometimes,5,F,big,0,0.5714285714285714,4
M,<25,sometimes,5,F,big,0,0.7142857142857143,5
F,26-35,always,5,F,big,0,0.7142857142857143,5
F,<25,sometimes,5,F,big,0,1,7
F,26-35,always,5,F,big,0,0.7142857142857143,5
F,<25,never,5,F,big,0,0.7142857142857143,5
M,36-45,always,5,F,big,0,0.5714285714285714,4
M,26-35,always,5,F,big,0,0.8571428571428571,6
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
F,26-35,sometimes,5,F,big,0,0.5714285714285714,4
F,<25,never,5,F,big,0,0.42857142857142855,3
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
M,26-35,never,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,1,7
M,26-35,sometimes,5,F,big,0,0.42857142857142855,3
M,36-45,sometimes,5,F,big,0,0.42857142857142855,3
M,36-45,sometimes,5,F,big,0,0.5714285714285714,4
M,<25,sometimes,5,F,big,0,1,7
M,26-35,sometimes,5,F,big,0,0.14285714285714285,1
M,26-35,always,5,F,big,0,1,7
M,36-45,sometimes,5,F,big,0,0.7142857142857143,5
M,<25,never,5,F,big,0,0.7142857142857143,5
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
F,26-35,never,5,F,big,0,0.42857142857142855,3
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,never,5,F,big,0,0.14285714285714285,1
M,<25,always,5,F,big,0,0.7142857142857143,5
M,26-35,sometimes,5,F,big,0,0.8571428571428571,6
M,26-35,never,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
F,<25,never,5,F,big,0,0.7142857142857143,5
M,<25,sometimes,5,F,big,0,0.42857142857142855,3
M,26-35,always,5,F,big,0,0.42857142857142855,3
M,26-35,always,5,F,big,0,0.7142857142857143,5
F,<25,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,always,5,F,big,0,0.2857142857142857,2
M,26-35,sometimes,5,F,big,0,0.42857142857142855,3
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,1,7
M,26-35,sometimes,5,F,big,0,0.7142857142857143,5
M,26-35,never,5,F,big,0,0.42857142857142855,3
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
F,26-35,always,5,F,big,0,0.5714285714285714,4
M,<25,sometimes,5,F,big,0,0.42857142857142855,3
M,26-35,never,5,F,big,0,0.8571428571428571,6
M,26-35,never,5,F,big,0,0.8571428571428571,6
M,26-35,sometimes,5,F,big,0,0.8571428571428571,6
F,<25,never,5,F,big,0,0.7142857142857143,5
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
F,<25,never,5,F,big,0,0.2857142857142857,2
F,26-35,always,5,F,big,0,1,7
F,26-35,sometimes,5,F,big,0,0.7142857142857143,5
F,26-35,sometimes,5,F,big,0,0.7142857142857143,5
M,<25,sometimes,5,F,big,0,0.42857142857142855,3
F,<25,sometimes,5,F,big,0,0.42857142857142855,3
M,<25,never,5,F,big,0,0.5714285714285714,4
M,26-35,sometimes,5,F,big,0,0.8571428571428571,6
F,36-45,never,5,F,big,0,1,7
F,36-45,sometimes,5,F,big,0,0.8571428571428571,6
F,36-45,sometimes,5,F,big,0,0.8571428571428571,6
M,36-45,never,5,F,big,0,0.7142857142857143,5
M,26-35,always,5,F,big,0,0.8571428571428571,6
F,26-35,never,5,F,big,0,0.8571428571428571,6
F,26-35,never,5,F,big,0,0.8571428571428571,6
M,26-35,sometimes,5,F,big,0,0.5714285714285714,4
M,<25,never,5,F,big,0,0.5714285714285714,4
F,26-35,never,5,F,big,0,0.42857142857142855,3
M,26-35,always,5,F,big,0,0.5714285714285714,4
F,26-35,never,5,F,big,0,1,7
F,26-35,sometimes,5,F,big,0,0.8571428571428571,6
M,<25,never,5,F,big,0,0.8571428571428571,6
F,26-35,sometimes,5,F,big,0,0.42857142857142855,3
F,<25,never,5,F,big,0,0.7142857142857143,5
F,<25,never,6,F,no,0,0.5714285714285714,4
M,36-45,always,6,F,no,0,0.7142857142857143,5
M,36-45,always,6,F,no,0,0.42857142857142855,3
M,26-35,always,6,F,no,0,0.5714285714285714,4
M,>56,sometimes,6,F,no,0,0.5714285714285714,4
M,26-35,sometimes,6,F,no,0,0.5714285714285714,4
M,26-35,sometimes,6,F,no,0,0.8571428571428571,6
M,26-35,sometimes,6,F,no,0,0.7142857142857143,5
F,26-35,always,6,F,no,0,0.7142857142857143,5
F,36-45,sometimes,6,F,no,0,0.5714285714285714,4
F,<25,sometimes,6,F,no,0,0.7142857142857143,5
M,26-35,sometimes,6,F,no,0,0.7142857142857143,5
F,26-35,sometimes,6,F,no,0,0.8571428571428571,6
F,26-35,always,6,F,no,0,0.7142857142857143,5
F,26-35,never,6,F,no,0,1,7
M,<25,never,6,F,no,0,0.14285714285714285,1
M,26-35,sometimes,6,F,no,0,1,7
M,26-35,never,6,F,no,0,0.7142857142857143,5
M,<25,never,6,F,no,0,0.2857142857142857,2
M,26-35,always,6,F,no,0,0.7142857142857143,5
M,26-35,sometimes,6,F,no,0,0.7142857142857143,5
M,<25,never,6,F,no,0,0.7142857142857143,5
F,26-35,never,6,F,no,0,0.5714285714285714,4
F,26-35,sometimes,6,F,no,0,1,7
F,36-45,sometimes,6,F,no,0,0.5714285714285714,4
F,26-35,sometimes,6,F,no,0,0.7142857142857143,5
F,26-35,never,6,F,no,0,0.7142857142857143,5
M,<25,never,6,F,no,0,0.8571428571428571,6
M,36-45,sometimes,6,F,no,0,0.8571428571428571,6
M,26-35,sometimes,6,F,no,0,0.5714285714285714,4
M,26-35,sometimes,6,F,no,0,1,7
F,36-45,always,6,F,no,0,0.8571428571428571,6
F,36-45,sometimes,6,F,no,0,0.5714285714285714,4
F,<25,sometimes,6,F,no,0,0.8571428571428571,6
M,<25,sometimes,6,F,no,0,0.5714285714285714,4
F,26-35,always,6,F,no,0,0.7142857142857143,5
F,<25,sometimes,6,F,no,0,1,7
F,26-35,always,6,F,no,0,0.7142857142857143,5
